File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
607060,07/31/2006,2006,7,1100 BLOCK,S Austin Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10368, -88.18752)"
1407007,07/08/2014,2014,7,500 BLOCK,W Vermont Av,07/08/2014,Weeds/Grass,Owner Abated,07/16/2014,Not Available,false,0,"500 W Vermont Av
Urbana, IL
(40.09986, -88.214)"
20-000764,05/14/2020,2020,5,1500 Block,South Smith Road,05/14/2020,Weeds/Grass,Voluntarily Complied,05/26/2020,Phone,false,0,"1500 South Smith Road
Urbana, IL
(40.09996, -88.17604)"
1309036,09/24/2013,2013,9,400 BLOCK,W Elm St,09/24/2013,Weeds/Grass,Owner Abated,10/02/2013,Not Available,false,0,"400 W Elm St
Urbana, IL
(40.11155, -88.21201)"
408045,08/12/2004,2004,8,1200 BLOCK,N Busey Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 N Busey Ave
Urbana, IL
(40.12345, -88.217)"
1010048,10/20/2010,2010,10,800 BLOCK,S Grove St,10/21/2010,Municipal Waste,Owner Abated,10/29/2010,Not Available,false,0,"800 S Grove St
Urbana, IL
(40.10593, -88.20127)"
1305010,05/06/2013,2013,5,600 BLOCK,S Glover Av,05/06/2013,Weeds/Grass,Owner Abated,05/14/2013,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.10804, -88.19331)"
601019,01/11/2006,2006,1,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,false,0,"800 W Oregon St
Urbana, IL
(40.10743, -88.21786)"
19-001603,07/31/2019,2019,7,1000 Block,West Church Street,07/31/2019,Municipal Waste,Voluntarily Complied,08/08/2019,Phone,false,0,"1000 West Church Street
Urbana, IL
(40.1182, -88.22031)"
24-002961,09/19/2024,2024,9,2200 Block,West Fletcher Street,09/19/2024,Weeds/Grass,Voluntarily Complied,11/18/2024,Phone,false,0,"2200 West Fletcher Street
Urbana, IL
(40.08976, -88.1928)"
23-000890,04/17/2023,2023,4,200 Block,East McHenry Street,04/17/2023,Municipal Waste,Voluntarily Complied,04/25/2023,Phone,false,0,"200 East McHenry Street
Urbana, IL
(40.08697, -88.2061)"
309020,09/09/2003,2003,9,900 BLOCK,N Division St,,Municipal Waste,Owner Abated,,Not Available,false,0,"900 N Division St
Urbana, IL
(40.12134, -88.20525)"
1705066,05/18/2017,2017,5,700 BLOCK,N Broadway Av,05/18/2017,Weeds/Grass,Owner Abated,05/26/2017,Not Available,false,0,"700 N Broadway Av
Urbana, IL
(40.119, -88.20758)"
710039,10/10/2007,2007,10,1700 BLOCK,N Willow Rd,10/11/2007,Weeds/Grass,City Abated,10/19/2007,Not Available,false,0,"1700 N Willow Rd
Urbana, IL
(40.12825, -88.20063)"
19-002081,09/27/2019,2019,9,1000 Block,East Scovill Street,09/27/2019,Weeds/Grass,Voluntarily Complied,10/11/2019,Email,false,0,"1000 East Scovill Street
Urbana, IL
(40.08543, -88.19668)"
504048,04/29/2005,2005,4,900 BLOCK,E Water St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 E Water St
Urbana, IL
(40.11394, -88.19614)"
411004,11/02/2004,2004,11,1900 BLOCK,Galena,,Municipal Waste,Owner Abated,,Not Available,false,0,"1900 Galena
Urbana, IL
(40.08142, -88.18359)"
19-001304,06/27/2019,2019,6,1100 Block,North Goodwin Avenue,06/27/2019,Weeds/Grass,City Abated,07/29/2019,City Staff Reported,false,163.5,"1100 North Goodwin Avenue
Urbana, IL
(40.12231, -88.22416)"
1008040,08/12/2010,2010,8,1300 BLOCK,W Eureka St,08/13/2010,Weeds/Grass,City Abated,08/21/2010,Not Available,false,0,"1300 W Eureka St
Urbana, IL
(40.12557, -88.22701)"
21-000707,04/08/2021,2021,4,1200 Block,East Silver Street,04/08/2021,Municipal Waste,Voluntarily Complied,04/16/2021,Phone,false,0,"1200 East Silver Street
Urbana, IL
(40.09149, -88.1933)"
1204024,04/12/2012,2012,4,900 BLOCK,N Busey Av,04/13/2012,Weeds/Grass,Owner Abated,04/21/2012,Not Available,false,0,"900 N Busey Av
Urbana, IL
(40.12022, -88.21695)"
20-000071,01/16/2020,2020,1,700 Block,South Wabash Avenue,01/16/2020,Municipal Waste,City Abated,03/16/2020,Phone,false,525,"700 South Wabash Avenue
Urbana, IL
(40.10759, -88.19665)"
23-002327,08/10/2023,2023,8,200 Block,West Oregon Street,08/10/2023,Weeds/Grass,Voluntarily Complied,08/21/2023,Phone,false,0,"200 West Oregon Street
Urbana, IL
(40.10761, -88.20901)"
1302008,02/13/2013,2013,2,1500 BLOCK,E Washington St,02/13/2013,Municipal Waste,City Abated,02/21/2013,Not Available,false,0,"1500 E Washington St
Urbana, IL
(40.10567, -88.18995)"
712003,12/05/2007,2007,12,1800 BLOCK,Willow Rd,,Municipal Waste,Invalid,,Not Available,false,0,"1800 Willow Rd
Urbana, IL
(40.12932, -88.20063)"
1407027,07/23/2014,2014,7,700 BLOCK,E Colorado Av,07/23/2014,Municipal Waste,Owner Abated,07/31/2014,Not Available,false,0,"700 E Colorado Av
Urbana, IL
(40.09471, -88.19844)"
1109001,09/01/2011,2011,9,700 BLOCK,E Colorado Av,09/02/2011,Municipal Waste,Owner Abated,09/10/2011,Not Available,false,0,"700 E Colorado Av
Urbana, IL
(40.09471, -88.19844)"
703014,03/14/2007,2007,3,1300 BLOCK,W Beech St,03/15/2007,Municipal Waste,Owner Abated,03/23/2007,Not Available,false,0,"1300 W Beech St
Urbana, IL
(40.12217, -88.22593)"
1408069,08/19/2014,2014,8,600 BLOCK,S Glover Av,08/19/2014,Weeds/Grass,City Abated,08/27/2014,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.10804, -88.19331)"
24-000049,01/08/2024,2024,1,1000 Block,South Lanore Drive,,Zoning,Voluntarily Complied,01/23/2024,Phone,false,0,"1000 South Lanore Drive
Urbana, IL
(40.10409, -88.1866)"
1704027,04/26/2017,2017,4,300 BLOCK,E Florida Av,04/26/2017,Weeds/Grass,Owner Abated,05/04/2017,Not Available,false,0,"300 E Florida Av
Urbana, IL
(40.09833, -88.20473)"
1708053,08/17/2017,2017,8,1400 BLOCK,Wiley Dr,08/17/2017,Weeds/Grass,City Abated,08/17/2017,Not Available,false,0,"1400 Wiley Dr
Urbana, IL
(40.10057, -88.19777)"
23-001319,05/15/2023,2023,5,2000 Block,East Vermont Avenue,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,false,0,"2000 East Vermont Avenue
Urbana, IL
(40.10099, -88.18287)"
1010003,10/04/2010,2010,10,100 BLOCK,E George Huff Dr,10/05/2010,Weeds/Grass,Owner Abated,10/13/2010,Not Available,false,0,"100 E George Huff Dr
Urbana, IL
(40.09094, -88.20686)"
810050,10/29/2008,2008,10,300 BLOCK,E Main St,10/30/2008,Municipal Waste,City Abated,11/07/2008,Not Available,false,0,"300 E Main St
Urbana, IL
(40.11246, -88.20482)"
1508026,08/11/2015,2015,8,700 BLOCK,W Nevada St,08/11/2015,Municipal Waste,Owner Abated,08/19/2015,Not Available,false,0,"700 W Nevada St
Urbana, IL
(40.10652, -88.21617)"
1605103,05/23/2016,2016,5,1300 BLOCK,S Cottage Grove Av,05/23/2016,Weeds/Grass,Owner Abated,05/31/2016,Not Available,false,0,"1300 S Cottage Grove Av
Urbana, IL
(40.1018, -88.19557)"
908022,08/11/2009,2009,8,600 BLOCK,W Michigan Av,08/12/2009,Municipal Waste,Owner Abated,08/20/2009,Not Available,false,0,"600 W Michigan Av
Urbana, IL
(40.10192, -88.21458)"
1505083,05/19/2015,2015,5,1900 BLOCK,E Weaver St,05/19/2015,Weeds/Grass,Owner Abated,05/27/2015,Not Available,false,0,"1900 E Weaver St
Urbana, IL
(40.10425, -88.18452)"
908061,08/21/2009,2009,8,1100 BLOCK,S Austin Dr,08/21/2009,Weeds/Grass,Owner Abated,08/29/2009,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10368, -88.18752)"
1201014,01/23/2012,2012,1,1100 BLOCK,S Race St,01/24/2012,Municipal Waste,Owner Abated,02/01/2012,Not Available,false,0,"1100 S Race St
Urbana, IL
(40.10272, -88.20963)"
1001006,01/20/2010,2010,1,800 BLOCK,W Delaware Av,01/20/2010,Weeds/Grass,Owner Abated,01/28/2010,Not Available,false,0,"800 W Delaware Av
Urbana, IL
(40.09904, -88.21775)"
1205010,05/02/2012,2012,5,1200 BLOCK,W Dublin St,05/03/2012,Weeds/Grass,Owner Abated,05/11/2012,Not Available,false,0,"1200 W Dublin St
Urbana, IL
(40.12126, -88.22432)"
22-001369,05/19/2022,2022,5,400 Block,West Springfield Avenue,05/19/2022,Weeds/Grass,City Abated,07/20/2022,Phone,false,274.5,"400 West Springfield Avenue
Urbana, IL
(40.11239, -88.21198)"
1505053,05/13/2015,2015,5,100 BLOCK,S Cottage Grove Av,05/13/2015,Weeds/Grass,Owner Abated,05/21/2015,Not Available,false,0,"100 S Cottage Grove Av
Urbana, IL
(40.11283, -88.19577)"
605063,05/10/2006,2006,5,500 BLOCK,W Washington St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 W Washington St
Urbana, IL
(40.10556, -88.21329)"
20-000815,05/19/2020,2020,5,1000 Block,North Cunningham Avenue,,,Referred to other department,05/19/2020,Internet,true,0,"1000 North Cunningham Avenue
Urbana, IL
(40.12228, -88.20181)"
24-001658,06/03/2024,2024,6,1400 Block,East Eastern Drive,06/03/2024,Weeds/Grass,Voluntarily Complied,06/11/2024,Phone,false,0,"1400 East Eastern Drive
Urbana, IL
(40.10268, -88.19194)"
22-000971,05/02/2022,2022,5,1600 Block,East Ivanhoe Way,05/02/2022,,Voluntarily Complied,05/10/2022,,false,0,"1600 East Ivanhoe Way
Urbana, IL
(40.10221, -88.18862)"
23-000276,02/07/2023,2023,2,800 Block,West Oregon Street,02/07/2023,Municipal Waste,Voluntarily Complied,02/15/2023,Phone,false,0,"800 West Oregon Street
Urbana, IL
(40.10743, -88.21786)"
905078,05/21/2009,2009,5,1300 BLOCK,W Beech St,05/21/2009,Weeds/Grass,City Abated,05/29/2009,Not Available,false,0,"1300 W Beech St
Urbana, IL
(40.12217, -88.22593)"
23-002516,08/28/2023,2023,8,400 Block,West Vermont Avenue,08/28/2023,Weeds/Grass,City Abated,12/18/2023,Phone,false,467.25,"400 West Vermont Avenue
Urbana, IL
(40.09987, -88.21215)"
19-001440,07/15/2019,2019,7,800 Block,East Park Street,07/15/2019,Municipal Waste,Voluntarily Complied,08/13/2019,,false,0,"800 East Park Street
Urbana, IL
(40.11724, -88.19881)"
23-002483,08/24/2023,2023,8,600 Block,East California Avenue,08/24/2023,Municipal Waste,Voluntarily Complied,09/01/2023,Phone,false,0,"600 East California Avenue
Urbana, IL
(40.10853, -88.20114)"
22-000736,04/07/2022,2022,4,1400 Block,East Stout Drive,04/07/2022,Municipal Waste,Voluntarily Complied,04/18/2022,Phone,false,0,"1400 East Stout Drive
Urbana, IL
(40.11058, -88.19195)"
22-002234,07/11/2022,2022,7,400 Block,South Anderson Street,07/11/2022,Weeds/Grass,Voluntarily Complied,07/26/2022,Phone,false,0,"400 South Anderson Street
Urbana, IL
(40.10989, -88.20027)"
20-002414,12/05/2020,2020,12,1000 Block,West Clark Street,,,Referred to other department,12/07/2020,Internet,true,0,"1000 West Clark Street
Urbana, IL
(40.11549, -88.22089)"
22-001001,05/04/2022,2022,5,700 Block,East Colorado Avenue,05/04/2022,Municipal Waste,City Abated,06/01/2022,Phone,false,1188,"700 East Colorado Avenue
Urbana, IL
(40.09471, -88.19844)"
504007,04/04/2005,2005,4,1200 BLOCK,W Beardsley,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 W Beardsley
Urbana, IL
(40.12635, -88.22443)"
401017,01/13/2004,2004,1,200 BLOCK,W Vermont Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"200 W Vermont Av
Urbana, IL
(40.09989, -88.20978)"
23-000966,04/24/2023,2023,4,900 Block,South Philo Road,04/24/2023,Weeds/Grass,Voluntarily Complied,05/08/2023,Phone,false,0,"900 South Philo Road
Urbana, IL
(40.10558, -88.19444)"
708062,08/20/2007,2007,8,400 BLOCK,W Washington St,08/21/2007,Weeds/Grass,Owner Abated,08/29/2007,Not Available,false,0,"400 W Washington St
Urbana, IL
(40.10557, -88.21179)"
1001011,01/12/2010,2010,1,1600 BLOCK,Ivanhoe Way,01/12/2010,Municipal Waste,City Abated,01/12/2010,Not Available,false,0,"1600 Ivanhoe Way
Urbana, IL
(40.10221, -88.18862)"
23-000102,01/17/2023,2023,1,1000 Block,North Division Avenue,01/17/2023,Municipal Waste,Voluntarily Complied,01/25/2023,Phone,false,0,"1000 North Division Avenue
Urbana, IL
(40.12212, -88.2053)"
1405059,05/21/2014,2014,5,100 BLOCK,W Mumford Dr,05/21/2014,Weeds/Grass,Owner Abated,05/29/2014,Not Available,false,0,"100 W Mumford Dr
Urbana, IL
(40.09413, -88.20849)"
1009014,09/13/2010,2010,9,1600 BLOCK,S Hillside Dr,09/14/2010,Weeds/Grass,Owner Abated,09/22/2010,Not Available,false,0,"1600 S Hillside Dr
Urbana, IL
(40.0995, -88.1803)"
22-000654,03/28/2022,2022,3,2000 Block,South Philo Road,03/28/2022,Municipal Waste,Voluntarily Complied,04/05/2022,City Staff Reported,false,0,"2000 South Philo Road
Urbana, IL
(40.09372, -88.19065)"
609013,09/12/2006,2006,9,1200 BLOCK,N Goodwin Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 N Goodwin Av
Urbana, IL
(40.12327, -88.22417)"
1006029,06/07/2010,2010,6,1900 BLOCK,E Galena Dr,06/08/2010,Weeds/Grass,Owner Abated,06/16/2010,Not Available,false,0,"1900 E Galena Dr
Urbana, IL
(40.08142, -88.18359)"
1512002,12/04/2015,2015,12,500 BLOCK,W High St,12/04/2015,Municipal Waste,Owner Abated,12/12/2015,Not Available,false,0,"500 W High St
Urbana, IL
(40.10987, -88.21333)"
24-002319,07/29/2024,2024,7,1700 Block,East Florida Avenue,07/29/2024,Weeds/Grass,Voluntarily Complied,08/06/2024,Phone,false,0,"1700 East Florida Avenue
Urbana, IL
(40.09829, -88.18634)"
1505009,05/05/2015,2015,5,100 BLOCK,W Franklin St,05/05/2015,Municipal Waste,Owner Abated,05/13/2015,Not Available,false,0,"100 W Franklin St
Urbana, IL
(40.12063, -88.2078)"
17-000318,11/06/2017,2017,11,2300 Block,E Rainbow View,11/07/2017,Municipal Waste,Voluntarily Complied,11/14/2017,City Staff Reported,false,0,"2300 E Rainbow View
Urbana, IL
(40.10401, -88.17677)"
403006,03/05/2004,2004,3,1000 BLOCK,N Broadway Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 N Broadway Av
Urbana, IL
(40.12209, -88.20763)"
20-001456,07/30/2020,2020,7,1500 Block,South Wiley Drive,07/30/2020,Weeds/Grass,Voluntarily Complied,08/10/2020,Phone,false,0,"1500 South Wiley Drive
Urbana, IL
(40.09938, -88.19788)"
1205047,05/08/2012,2012,5,900 BLOCK,E Burkwood Dr,05/08/2012,Weeds/Grass,Owner Abated,05/16/2012,Not Available,false,0,"900 E Burkwood Dr
Urbana, IL
(40.0968, -88.19691)"
19-002261,10/22/2019,2019,10,900 Block,East Scovill Street,10/22/2019,Weeds/Grass,Voluntarily Complied,10/30/2019,Phone,false,0,"900 East Scovill Street
Urbana, IL
(40.08541, -88.19753)"
1505020,05/07/2015,2015,5,600 BLOCK,S Glover Av,05/07/2015,Weeds/Grass,Owner Abated,05/15/2015,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.10804, -88.19331)"
903020,03/05/2009,2009,3,2000 BLOCK,S Vine St,03/05/2009,Weeds/Grass,Owner Abated,03/13/2009,Not Available,false,0,"2000 S Vine St
Urbana, IL
(40.09295, -88.20484)"
504005,04/04/2005,2005,4,1200 BLOCK,W Beardsley,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 W Beardsley
Urbana, IL
(40.12635, -88.22443)"
23-000691,03/28/2023,2023,3,800 Block,West California Avenue,,Zoning,Voluntarily Complied,05/08/2023,Phone,false,0,"800 West California Avenue
Urbana, IL
(40.10828, -88.21787)"
1008012,08/04/2010,2010,8,1700 BLOCK,E Briarcliff Dr,08/05/2010,Weeds/Grass,Owner Abated,08/13/2010,Not Available,false,0,"1700 E Briarcliff Dr
Urbana, IL
(40.09894, -88.18856)"
905012,05/04/2009,2009,5,2100 BLOCK,S Vawter Dr,05/05/2009,Weeds/Grass,Owner Abated,05/13/2009,Not Available,false,0,"2100 S Vawter Dr
Urbana, IL
(40.09055, -88.19171)"
508036,08/10/2005,2005,8,1300 BLOCK,E Fairlawn Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1300 E Fairlawn Dr
Urbana, IL
(40.10243, -88.19332)"
709023,09/10/2007,2007,9,500 BLOCK,W Elm St,09/11/2007,Weeds/Grass,Owner Abated,09/19/2007,Not Available,false,0,"500 W Elm St
Urbana, IL
(40.11153, -88.21336)"
24-001718,06/07/2024,2024,6,400 Block,West Green Street,06/10/2024,,Voluntarily Complied,06/18/2024,Internet,true,0,"400 West Green Street
Urbana, IL
(40.11071, -88.21196)"
412025,12/20/2004,2004,12,600 BLOCK,S Busey Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 S Busey Ave
Urbana, IL
(40.10814, -88.21769)"
1205081,05/14/2012,2012,5,700 BLOCK,W Fairview Av,05/15/2012,Weeds/Grass,City Abated,05/23/2012,Not Available,false,0,"700 W Fairview Av
Urbana, IL
(40.12011, -88.21587)"
24-001410,05/15/2024,2024,5,1300 Block,South Montgomery Street,05/15/2024,Weeds/Grass,Voluntarily Complied,05/23/2024,Phone,false,0,"1300 South Montgomery Street
Urbana, IL
(40.10231, -88.17381)"
406067,06/29/2004,2004,6,900 BLOCK,N Lincoln Av,,Weeds/Grass,City Abated,,Not Available,false,0,"900 N Lincoln Av
Urbana, IL
(40.12019, -88.21945)"
1006046,06/08/2010,2010,6,1800 BLOCK,Ridge Park Dr,06/09/2010,Weeds/Grass,Owner Abated,06/17/2010,Not Available,false,0,"1800 Ridge Park Dr
Urbana, IL
(40.07895, -88.18503)"
705003,05/01/2007,2007,5,1200 BLOCK,W Eads St,05/02/2007,Weeds/Grass,City Abated,05/10/2007,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.12313, -88.22435)"
1405054,05/20/2014,2014,5,800 BLOCK,S Cottage Grove Av,05/20/2014,Municipal Waste,Owner Abated,05/28/2014,Not Available,false,0,"800 S Cottage Grove Av
Urbana, IL
(40.10693, -88.19567)"
24-003006,09/24/2024,2024,9,2000 Block,South Philo Road,09/24/2024,Municipal Waste,City Abated,11/18/2024,Phone,false,1290,"2000 South Philo Road
Urbana, IL
(40.09372, -88.19065)"
24-001158,05/01/2024,2024,5,1400 Block,West Beech Street,05/01/2024,Weeds/Grass,Voluntarily Complied,05/09/2024,Phone,false,0,"1400 West Beech Street
Urbana, IL
(40.12217, -88.22734)"
511015,11/15/2005,2005,11,2000 BLOCK,S Philo Rd,,Municipal Waste,Owner Abated,,Not Available,false,0,"2000 S Philo Rd
Urbana, IL
(40.09372, -88.19065)"
24-003532,11/18/2024,2024,11,400 Block,West Vermont Avenue,,Weeds/Grass,City Abated,11/18/2024,City Staff Reported,false,749.5,"400 West Vermont Avenue
Urbana, IL
(40.09987, -88.21215)"
22-002977,09/15/2022,2022,9,1200 Block,North Busey Avenue,09/15/2022,Weeds/Grass,Voluntarily Complied,12/01/2022,Phone,false,0,"1200 North Busey Avenue
Urbana, IL
(40.12345, -88.217)"
1304010,04/15/2013,2013,4,400 BLOCK,E Kerr Av,04/15/2013,Municipal Waste,Owner Abated,04/23/2013,Not Available,false,0,"400 E Kerr Av
Urbana, IL
(40.12199, -88.20417)"
1609032,09/19/2016,2016,9,200 BLOCK,W Vermont Av,09/19/2016,Weeds/Grass,,09/27/2016,Not Available,false,0,"200 W Vermont Av
Urbana, IL
(40.09989, -88.20978)"
508115,08/29/2005,2005,8,1000 BLOCK,S Lynn St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 S Lynn St
Urbana, IL
(40.10391, -88.19786)"
1205012,05/02/2012,2012,5,1600 BLOCK,Ivanhoe Way,05/03/2012,Municipal Waste,Owner Abated,05/11/2012,Not Available,false,0,"1600 Ivanhoe Way
Urbana, IL
(40.10221, -88.18862)"
1705089,05/26/2017,2017,5,900 BLOCK,S Maple St,05/26/2017,Weeds/Grass,Owner Abated,06/03/2017,Not Available,false,0,"900 S Maple St
Urbana, IL
(40.10552, -88.20243)"
708030,08/09/2007,2007,8,200 BLOCK,E Crystal Lake Dr,08/10/2007,Weeds/Grass,Owner Abated,08/18/2007,Not Available,false,0,"200 E Crystal Lake Dr
Urbana, IL
(40.11888, -88.20569)"
1007030,07/14/2010,2010,7,300 BLOCK,N Coler Av,07/15/2010,Weeds/Grass,Owner Abated,07/23/2010,Not Available,false,0,"300 N Coler Av
Urbana, IL
(40.11425, -88.21578)"
21-001590,07/19/2021,2021,7,600 Block,South Johnson Avenue,07/19/2021,Weeds/Grass,Voluntarily Complied,07/27/2021,Phone,false,0,"600 South Johnson Avenue
Urbana, IL
(40.10841, -88.19679)"
1011010,11/05/2010,2010,11,900 BLOCK,N Busey Av,11/05/2010,Municipal Waste,Owner Abated,11/13/2010,Not Available,false,0,"900 N Busey Av
Urbana, IL
(40.12022, -88.21695)"
405019,05/19/2004,2004,5,700 BLOCK,W Springfield Av,,Weeds/Grass,Invalid,,Not Available,false,0,"700 W Springfield Av
Urbana, IL
(40.11281, -88.21622)"
1209019,09/10/2012,2012,9,700 BLOCK,E Washington St,09/11/2012,Weeds/Grass,Owner Abated,09/20/2012,Not Available,false,0,"700 E Washington St
Urbana, IL
(40.10567, -88.20004)"
1606059,06/20/2016,2016,6,1200 BLOCK,E Michigan Av,06/20/2016,Weeds/Grass,,06/28/2016,Not Available,false,0,"1200 E Michigan Av
Urbana, IL
(40.10146, -88.19324)"
18-036049,09/25/2018,2018,9,400 Block,South Birch Street,09/25/2018,Municipal Waste,Voluntarily Complied,10/03/2018,Phone,false,0,"400 South Birch Street
Urbana, IL
(40.10975, -88.21175)"
23-001760,06/15/2023,2023,6,500 Block,East Illinois Street,06/15/2023,Weeds/Grass,Voluntarily Complied,06/26/2023,Phone,false,0,"500 East Illinois Street
Urbana, IL
(40.10934, -88.20236)"
24-002203,07/18/2024,2024,7,1400 Block,East Silver Street,07/18/2024,Municipal Waste,Voluntarily Complied,07/29/2024,Phone,false,0,"1400 East Silver Street
Urbana, IL
(40.09149, -88.1916)"
17-000372,11/28/2017,2017,11,600 Block,E Washington Street,11/28/2017,Municipal Waste,Voluntarily Complied,12/06/2017,Phone,false,0,"600 E Washington Street
Urbana, IL
(40.10566, -88.20108)"
308081,08/26/2003,2003,8,1400 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.10166, -88.19104)"
22-001322,05/18/2022,2022,5,600 Block,South Sunny Lane,05/18/2022,Weeds/Grass,Voluntarily Complied,05/26/2022,Phone,false,0,"600 South Sunny Lane
Urbana, IL
(40.10748, -88.17262)"
806039,06/12/2008,2008,6,1400 BLOCK,W Beech St,06/13/2008,Municipal Waste,Owner Abated,06/21/2008,Not Available,false,0,"1400 W Beech St
Urbana, IL
(40.12217, -88.22734)"
1007073,07/29/2010,2010,7,400 BLOCK,S Johnson St,07/29/2010,Weeds/Grass,Owner Abated,08/06/2010,Not Available,false,0,"400 S Johnson St
Urbana, IL
(40.10962, -88.19683)"
21-001029,05/19/2021,2021,5,1600 Block,South Smith Road,05/19/2021,Weeds/Grass,Voluntarily Complied,05/27/2021,Phone,false,0,"1600 South Smith Road
Urbana, IL
(40.09924, -88.17603)"
1508041,08/20/2015,2015,8,700 BLOCK,W California Av,08/20/2015,Weeds/Grass,Owner Abated,08/28/2015,Not Available,false,0,"700 W California Av
Urbana, IL
(40.1083, -88.21617)"
22-002831,08/31/2022,2022,8,1000 Block,South Lanore Drive,08/31/2022,Weeds/Grass,Voluntarily Complied,09/08/2022,Phone,false,0,"1000 South Lanore Drive
Urbana, IL
(40.10409, -88.1866)"
21-000076,01/07/2021,2021,1,400 Block,South Poplar Street,01/07/2021,Municipal Waste,Voluntarily Complied,02/12/2021,Internet,false,0,"400 South Poplar Street
Urbana, IL
(40.10965, -88.19448)"
505134,05/26/2005,2005,5,300 BLOCK,E Kerr Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"300 E Kerr Av
Urbana, IL
(40.12198, -88.20512)"
310031,10/16/2003,2003,10,200 BLOCK,S Poplar,,Municipal Waste,Owner Abated,,Not Available,false,0,"200 S Poplar
Urbana, IL
(40.11128, -88.19449)"
304036,04/29/2003,2003,4,900 BLOCK,N Linview Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 N Linview Dr
Urbana, IL
(40.12022, -88.21814)"
508047,08/11/2005,2005,8,600 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 W Elm St
Urbana, IL
(40.11148, -88.21491)"
803010,03/19/2008,2008,3,2100 BLOCK,E Vermont St,,Municipal Waste,Invalid,,Not Available,false,0,"2100 E Vermont St
Urbana, IL
(40.10034, -88.18118)"
